1,2012-05-10 16:05:58.607684,1,1,srtm_39_18.asc,/home/maggie/GISdata/SRTM,"(-24.99958336,15.00041679),(-30.00041669,9.999583454)",-1
2,2012-05-10 16:05:58.655164,1,1,srtm_43_19.asc,/home/maggie/GISdata/SRTM,"(-29.99958307,35.00041667),(-35.0004164,29.99958333)",-1
3,2012-05-10 16:05:58.665332,1,1,srtm_44_17.asc,/home/maggie/GISdata/SRTM,"(-19.99958324,40.00041679),(-25.00041657,34.99958345)",-1
4,2012-05-10 16:05:58.67569,1,1,srtm_39_17.asc,/home/maggie/GISdata/SRTM,"(-19.99958324,15.00041679),(-25.00041657,9.999583454)",-1
5,2012-05-10 16:05:58.685965,1,1,srtm_40_19.asc,/home/maggie/GISdata/SRTM,"(-29.99958287,20.00041696),(-35.00041621,14.99958362)",-1
6,2012-05-10 16:05:58.696117,1,1,srtm_42_19.asc,/home/maggie/GISdata/SRTM,"(-29.99958287,30.0004172),(-35.00041621,24.99958387)",-1
7,2012-05-10 16:05:58.706352,1,1,srtm_39_16.asc,/home/maggie/GISdata/SRTM,"(-14.99958312,15.00041679),(-20.00041645,9.999583454)",-1
8,2012-05-10 16:05:58.716684,1,1,srtm_43_18.asc,/home/maggie/GISdata/SRTM,"(-24.99958336,35.00041667),(-30.00041669,29.99958333)",-1
9,2012-05-10 16:05:58.726883,1,1,srtm_40_16.asc,/home/maggie/GISdata/SRTM,"(-14.99958312,20.00041691),(-20.00041645,14.99958358)",-1
10,2012-05-10 16:05:58.737224,1,1,srtm_42_18.asc,/home/maggie/GISdata/SRTM,"(-24.99958336,30.00041715),(-30.00041669,24.99958382)",-1
11,2012-05-10 16:05:58.747541,1,1,srtm_40_17.asc,/home/maggie/GISdata/SRTM,"(-19.99958324,20.00041691),(-25.00041657,14.99958358)",-1
12,2012-05-10 16:05:58.757813,1,1,srtm_41_17.asc,/home/maggie/GISdata/SRTM,"(-19.99958324,25.00041703),(-25.00041657,19.9995837)",-1
13,2012-05-10 16:05:58.768125,1,1,srtm_41_19.asc,/home/maggie/GISdata/SRTM,"(-29.99958287,25.00041708),(-35.00041621,19.99958374)",-1
14,2012-05-10 16:05:58.778448,1,1,srtm_41_16.asc,/home/maggie/GISdata/SRTM,"(-14.99958312,25.00041703),(-20.00041645,19.9995837)",-1
15,2012-05-10 16:05:58.788607,1,1,srtm_44_16.asc,/home/maggie/GISdata/SRTM,"(-14.99958312,40.00041679),(-20.00041645,34.99958345)",-1
16,2012-05-10 16:05:58.798807,1,1,srtm_42_16.asc,/home/maggie/GISdata/SRTM,"(-14.99958312,30.00041715),(-20.00041645,24.99958382)",-1
17,2012-05-10 16:05:58.809176,1,1,srtm_40_18.asc,/home/maggie/GISdata/SRTM,"(-24.99958336,20.00041691),(-30.00041669,14.99958358)",-1
18,2012-05-10 16:05:58.819433,1,1,srtm_41_18.asc,/home/maggie/GISdata/SRTM,"(-24.99958336,25.00041703),(-30.00041669,19.9995837)",-1
19,2012-05-10 16:05:58.829714,1,1,srtm_42_17.asc,/home/maggie/GISdata/SRTM,"(-19.99958324,30.00041715),(-25.00041657,24.99958382)",-1
20,2012-05-10 16:05:58.839945,1,1,srtm_43_16.asc,/home/maggie/GISdata/SRTM,"(-14.99958312,35.00041667),(-20.00041645,29.99958333)",-1
21,2012-05-10 16:05:58.850326,1,1,srtm_43_17.asc,/home/maggie/GISdata/SRTM,"(-19.99958324,35.00041667),(-25.00041657,29.99958333)",-1
22,2012-08-08 17:36:47.169434,1,2,Part1.tif,/home/maggie/GISdata/SA National land cover 2001,"(-21.92786927,32.97191182),(-34.41429806,24.34757525)",-1
23,2012-08-11 17:49:43.582725,1,3,Part1.tif000.BIN,/home/maggie/GISdata/SA National land cover 2001/BIN,"(-22,25),(-22.5,24)",25
24,2012-08-11 17:49:44.368363,1,3,Part1.tif011.BIN,/home/maggie/GISdata/SA National land cover 2001/BIN,"(-22,26),(-22.5,25)",25
25,2012-08-11 17:49:44.378504,1,3,Part1.tif022.BIN,/home/maggie/GISdata/SA National land cover 2001/BIN,"(-22,27),(-22.5,26)",27
26,2012-08-11 17:49:44.388785,1,3,Part1.tif033.BIN,/home/maggie/GISdata/SA National land cover 2001/BIN,"(-22,28),(-22.5,27)",27
27,2012-08-11 17:49:44.399067,1,3,Part1.tif044.BIN,/home/maggie/GISdata/SA National land cover 2001/BIN,"(-22,29),(-22.5,28)",29
28,2012-08-11 17:49:44.409387,1,3,Part1.tif055.BIN,/home/maggie/GISdata/SA National land cover 2001/BIN,"(-22,30),(-22.5,29)",29
29,2012-08-11 17:49:44.41969,1,3,Part1.tif066.BIN,/home/maggie/GISdata/SA National land cover 2001/BIN,"(-22,31),(-22.5,30)",31
30,2012-08-11 17:49:44.42994,1,3,Part1.tif077.BIN,/home/maggie/GISdata/SA National land cover 2001/BIN,"(-22,32),(-22.5,31)",31
